time,z_m,beta,gamma,surge,sway,heave
0.55,0,0.397758370587197,0.708446476061537,0,0,0
0.566666666666667,0,0.372567421635325,0.663574868652398,0,0,0
0.583333333333333,0,0.347946047084847,0.619721567455148,0,0,0
0.6,0,0.323879859592816,0.576861131705916,0,0,0
0.616666666666667,0,0.300381261936899,0.534992418414053,0,0,0
0.633333333333333,0,0.277429925983022,0.494107159369738,0,0,0
0.65,0,0.255008739995214,0.45418508868013,0,0,0
0.666666666666667,0,0.233135888074292,0.4152233248819,0,0,0
0.683333333333333,0,0.211793857033247,0.377210838181817,0,0,0
0.7,0,0.190968753377802,0.340135638061941,0,0,0
0.716666666666667,0,0.170668739669633,0.303978563357738,0,0,0
0.733333333333333,0,0.150883615888262,0.268739198559295,0,0,0
0.75,0,0.131604679079953,0.234396060148754,0,0,0
0.766666666666667,0,0.112826458575575,0.200949601304873,0,0,0
0.783333333333333,0,0.0945370050320869,0.168372484643725,0,0,0
0.8,0,0.0767396511573136,0.136673893989505,0,0,0
0.816666666666667,0,0.0594251136046362,0.10582923246655,0,0,0
0.833333333333333,0,0.0425840629080033,0.0758317241208713,0,0,0
0.85,0,0.0262117774401979,0.0466717082936093,0,0,0
0.866666666666667,0,0.0102962585471469,0.0183267854517464,0,0,0
0.883333333333333,0,-0.00515954404418563,-0.00920042702333494,0,0,0
0.9,0,-0.0201654141714858,-0.0359282118661186,0,0,0
0.916666666666667,0,-0.0347375133168072,-0.0618671103718181,0,0,0
0.933333333333333,0,-0.0488665360709313,-0.0870287079048051,0,0,0
0.95,0,-0.0625696284308173,-0.111434364493702,0,0,0
0.966666666666667,0,-0.0758449039897074,-0.135078204758867,0,0,0
0.983333333333333,0,-0.0887029061934078,-0.157979296701433,0,0,0
1,0,-0.1011546229101,-0.180164672195586,0,0,0
1.01666666666667,0,-0.113199607356192,-0.201618842150011,0,0,0
1.03333333333333,0,-0.124840326365673,-0.222368168983926,0,0,0
1.05,0,-0.136095723427946,-0.242417825933694,0,0,0
1.06666666666667,0,-0.146976712951739,-0.26178962883816,0,0,0
1.08333333333333,0,-0.157472959952534,-0.280482254413247,0,0,0
1.1,0,-0.16760132362097,-0.298517775421338,0,0,0
1.11666666666667,0,-0.177360050456097,-0.315897888398272,0,0,0
1.13333333333333,0,-0.186762747430572,-0.332633662350882,0,0,0
1.15,0,-0.195809837274137,-0.348745625876649,0,0,0
1.16666666666667,0,-0.204510414346784,-0.364257884784572,0,0,0
1.18333333333333,0,-0.212870908342109,-0.379150402414176,0,0,0
1.2,0,-0.220912467919479,-0.393447252524411,0,0,0
1.21666666666667,0,-0.228613588705388,-0.40715979271672,0,0,0
1.23333333333333,0,-0.235985636449853,-0.420310269508156,0,0,0
1.25,0,-0.243046776798366,-0.432890402502296,0,0,0
1.26666666666667,0,-0.249801119116098,-0.444922565151849,0,0,0
1.28333333333333,0,-0.256251031954799,-0.456410327289296,0,0,0
1.3,0,-0.2624092801212,-0.46737885193861,0,0,0
1.31666666666667,0,-0.268269454557039,-0.477820258885316,0,0,0
1.33333333333333,0,-0.273844431634654,-0.487750187447017,0,0,0
1.35,0,-0.279145656577973,-0.497180259817022,0,0,0
1.36666666666667,0,-0.284169285779021,-0.506124082825331,0,0,0
1.38333333333333,0,-0.288937598431858,-0.514601242336439,0,0,0
1.4,0,-0.293432231106605,-0.522603126591992,0,0,0
1.41666666666667,0,-0.297663613144484,-0.530149088763736,0,0,0
1.43333333333333,0,-0.301646459932595,-0.537244363301054,0,0,0
1.45,0,-0.305378486191841,-0.543914831833095,0,0,0
1.46666666666667,0,-0.308885228266842,-0.550150129436839,0,0,0
1.48333333333333,0,-0.312149849818555,-0.555961694011236,0,0,0
1.5,0,-0.315182489021331,-0.56137011903243,0,0,0
1.51666666666667,0,-0.317991789857155,-0.566374774345677,0,0,0
1.53333333333333,0,-0.320585277502327,-0.570995801705563,0,0,0
1.55,0,-0.322962882561905,-0.575230457144319,0,0,0
1.56666666666667,0,-0.325134605776334,-0.579088614158761,0,0,0
1.58333333333333,0,-0.32710366178643,-0.582597098375231,0,0,0
1.6,0,-0.328871176728475,-0.585745773654077,0,0,0
1.61666666666667,0,-0.330443934644111,-0.588552705870514,0,0,0
1.63333333333333,0,-0.331830499227072,-0.591026839775795,0,0,0
1.65,0,-0.33303234043535,-0.593167522995583,0,0,0
1.66666666666667,0,-0.334063615357844,-0.594997603677934,0,0,0
1.68333333333333,0,-0.334914351488038,-0.596510891393144,0,0,0
1.7,0,-0.335592429407416,-0.597724998286052,0,0,0
1.71666666666667,0,-0.336115743458241,-0.598643875025523,0,0,0
1.73333333333333,0,-0.336466843529705,-0.599280545183373,0,0,0
1.75,0,-0.336663959000684,-0.599634493996061,0,0,0
1.76666666666667,0,-0.336710563151358,-0.599713304965466,0,0,0
1.78333333333333,0,-0.336610417568277,-0.599533961563557,0,0,0
1.8,0,-0.336374946329139,-0.599114928034185,0,0,0
1.81666666666667,0,-0.335994874415384,-0.598437754135107,0,0,0
1.83333333333333,0,-0.335476432247502,-0.597518506104108,0,0,0
1.85,0,-0.334829980287457,-0.596367533218779,0,0,0
1.86666666666667,0,-0.334067077882336,-0.595003886347671,0,0,0
1.88333333333333,0,-0.333173729160333,-0.59341184655338,0,0,0
1.9,0,-0.332163485578913,-0.591616355815494,0,0,0
1.91666666666667,0,-0.331036649998208,-0.589609588733268,0,0,0
1.93333333333333,0,-0.329803127747379,-0.587409950524863,0,0,0
1.95,0,-0.328459210318723,-0.58501546960293,0,0,0
1.96666666666667,0,-0.327008079739409,-0.582438786503039,0,0,0
1.98333333333333,0,-0.325459908043925,-0.579682423536193,0,0,0
2,0,-0.323827621289994,-0.576756530212965,0,0,0
2.01666666666667,0,-0.322098709736956,-0.57366982161139,0,0,0
2.03333333333333,0,-0.32027363777898,-0.570418856855151,0,0,0
2.05,0,-0.318359157533573,-0.567021611481741,0,0,0
2.06666666666667,0,-0.31636477117179,-0.563471177882918,0,0,0
2.08333333333333,0,-0.314302836131358,-0.55979023101993,0,0,0
2.1,0,-0.312154595754241,-0.555964008221694,0,0,0
2.11666666666667,0,-0.309932112234003,-0.552005747332631,0,0,0
2.13333333333333,0,-0.307643590242413,-0.547929965159164,0,0,0
2.15,0,-0.305285223467657,-0.54372955689169,0,0,0
2.16666666666667,0,-0.302857062810138,-0.539420902140152,0,0,0
2.18333333333333,0,-0.300374075842557,-0.53499672240374,0,0,0
2.2,0,-0.297832397501441,-0.530468767821739,0,0,0
2.21666666666667,0,-0.295242705746165,-0.525849220998106,0,0,0
2.23333333333333,0,-0.292598397395379,-0.521136118588772,0,0,0
2.25,0,-0.289899094173029,-0.51632787838465,0,0,0
2.26666666666667,0,-0.287152550620159,-0.511436030827957,0,0,0
2.28333333333333,0,-0.284360271230657,-0.506462679318005,0,0,0
2.3,0,-0.281526978630434,-0.501422715085423,0,0,0
2.31666666666667,0,-0.278647312762585,-0.496309265975726,0,0,0
2.33333333333333,0,-0.275734514437437,-0.491123117352722,0,0,0
2.35,0,-0.272795850587666,-0.485879375759639,0,0,0
2.36666666666667,0,-0.269819838976864,-0.480574033978627,0,0,0
2.38333333333333,0,-0.266804294152101,-0.475218680658794,0,0,0
2.4,0,-0.263764205283586,-0.469807001798211,0,0,0
2.41666666666667,0,-0.260707507672682,-0.464341379934278,0,0,0
2.43333333333333,0,-0.257620637133308,-0.458836593392421,0,0,0
2.45,0,-0.254514252082188,-0.453305305911205,0,0,0
2.46666666666667,0,-0.251384701055279,-0.447729665025287,0,0,0
2.48333333333333,0,-0.248234773807158,-0.442118801444352,0,0,0
2.5,0,-0.24506956806991,-0.43649132663636,0,0,0
2.51666666666667,0,-0.241888728106367,-0.430827942593637,0,0,0
2.53333333333333,0,-0.238686925292808,-0.425146360361372,0,0,0
2.55,0,-0.235480540510872,-0.419439460252143,0,0,0
2.56666666666667,0,-0.232279205085125,-0.413717649389322,0,0,0
2.58333333333333,0,-0.229061983086393,-0.407980190729562,0,0,0
2.6,0,-0.225838002414801,-0.402237768133313,0,0,0
2.61666666666667,0,-0.222606520704808,-0.396481893185318,0,0,0
2.63333333333333,0,-0.219378624572714,-0.390719695675497,0,0,0
2.65,0,-0.216143420494723,-0.384954913887123,0,0,0
2.66666666666667,0,-0.212907667883554,-0.379200743071162,0,0,0
2.68333333333333,0,-0.209672642340459,-0.373440865416942,0,0,0
2.7,0,-0.206444847712114,-0.367688757720572,0,0,0
2.71666666666667,0,-0.203215898690284,-0.361944076206394,0,0,0
2.73333333333333,0,-0.199992568611122,-0.356204284416235,0,0,0
2.75,0,-0.196785604934014,-0.350479997888017,0,0,0
2.76666666666667,0,-0.193578629998336,-0.344765850012775,0,0,0
2.78333333333333,0,-0.190375312751953,-0.339078060243043,0,0,0
2.8,0,-0.187185344488067,-0.333402865636289,0,0,0
2.81666666666667,0,-0.184007105950351,-0.327742094224042,0,0,0
2.83333333333333,0,-0.180850542855667,-0.322097765945665,0,0,0
2.85,0,-0.177699317974527,-0.316481138011981,0,0,0
2.86666666666667,0,-0.174564204639911,-0.310901301925564,0,0,0
2.88333333333333,0,-0.171441371367082,-0.305340233624373,0,0,0
2.9,0,-0.168332216091415,-0.299808080057785,0,0,0
2.91666666666667,0,-0.165241397808652,-0.294304019927993,0,0,0
2.93333333333333,0,-0.162173673230212,-0.288844249155507,0,0,0
2.95,0,-0.15912051875713,-0.283406903064515,0,0,0
2.96666666666667,0,-0.156086605944837,-0.278006990360163,0,0,0
2.98333333333333,0,-0.153072248063378,-0.272638605677348,0,0,0
3,0,-0.150079762222746,-0.267313900795013,0,0,0
3.01666666666667,0,-0.147108612710448,-0.262024292148057,0,0,0
3.03333333333333,0,-0.144158959493414,-0.256770388141158,0,0,0
3.05,0,-0.141237472179045,-0.251553700201148,0,0,0
3.06666666666667,0,-0.138335201521793,-0.246381353422425,0,0,0
3.08333333333333,0,-0.135462692621288,-0.241267061751231,0,0,0
3.1,0,-0.132609439501416,-0.23618550498989,0,0,0
3.11666666666667,0,-0.129782940765601,-0.231147039153235,0,0,0
3.13333333333333,0,-0.126979376048519,-0.226152649519216,0,0,0
3.15,0,-0.12420257919603,-0.221214810572632,0,0,0
3.16666666666667,0,-0.121451110986571,-0.216315240026205,0,0,0
3.18333333333333,0,-0.11872968244275,-0.211469776104707,0,0,0
3.2,0,-0.11603299646506,-0.206666827525588,0,0,0
3.21666666666667,0,-0.113362123758986,-0.201919674257328,0,0,0
3.23333333333333,0,-0.11072039723194,-0.19721595150907,0,0,0
3.25,0,-0.108110759795824,-0.192559310718813,0,0,0
3.26666666666667,0,-0.10552703101214,-0.187955573359718,0,0,0
3.28333333333333,0,-0.102977657414312,-0.183409901437767,0,0,0
3.3,0,-0.10045270361247,-0.178911560324737,0,0,0
3.31666666666667,0,-0.0979621524034919,-0.174468852170183,0,0,0
3.33333333333333,0,-0.0954972510016368,-0.170076346766445,0,0,0
3.35,0,-0.0930630815410526,-0.165743955398849,0,0,0
3.36666666666667,0,-0.0906570832549573,-0.161459664470331,0,0,0
3.38333333333333,0,-0.0882282713614356,-0.156242810737194,0.279489123287331,0.00165251273703616,-0.0251218055372359
3.4,0,-0.0858659120611117,-0.151610351101672,0.279489123287331,0.00165251273703616,-0.0251218055372359
3.41666666666667,-2.51983856799286e-07,-0.0833125708154838,-0.141043363549374,0.269704500848614,-0.0383067836045055,0.00309581002004852
3.43333333333333,-8.21647861780339e-07,-0.080846355609971,-0.133971688135813,0.27285111004496,0.0804034244786482,-0.00379364524547709
3.45,-1.39829755715373e-06,-0.078555053393733,-0.129495570688789,0.27285111004496,0.0804034244786482,-0.00379364524547709
3.46666666666667,-1.95682054144503e-06,-0.0760935921627688,-0.125148167295326,0.264865043194499,-0.0171660550515808,-0.00772787428446754
3.48333333333333,-2.52116709175658e-06,-0.0738283992979865,-0.120888024587597,0.264865043194499,-0.0171660550515808,-0.00772787428446754
3.5,-3.1283408229035e-06,-0.0715798584971389,-0.117896147005259,0.240369228635076,0.0140364871799364,0.0353621267210459
3.51666666666667,-3.78740466502797e-06,-0.0694365653102565,-0.113922147556882,0.247024211278558,-0.0364318953940063,0.00682641937462904
3.53333333333333,-4.05516634727243e-06,-0.0673625613699364,-0.109613553504584,0.247024211278558,-0.0364318953940063,0.00682641937462904
3.55,-4.1145873231079e-06,-0.0653342753114976,-0.104732839396372,0.245136917960923,-0.00407340233095165,-0.00120695236429019
3.56666666666667,-4.06739055884306e-06,-0.0633287316908874,-0.100241004870072,0.245136917960923,-0.00407340233095165,-0.00120695236429019
3.58333333333333,-3.99951125039754e-06,-0.0613828644640764,-0.0959511252895796,0.235621102526225,0.0195337191896164,-0.00133290698483543
3.6,-3.94190774719154e-06,-0.0594411343546893,-0.0916880457944885,0.235621102526225,0.0195337191896164,-0.00133290698483543
3.61666666666667,-3.89525303382779e-06,-0.0575437858194203,-0.0878354859414171,0.0116135606071504,0.0023840949684396,0.016762998667534
3.63333333333333,-3.85932988261029e-06,-0.0556588404109061,-0.0838528247165776,0.0116135606071504,0.0023840949684396,0.016762998667534
3.65,-3.65588228296502e-06,-0.0497178050562114,-0.0805381038103229,-0.46922505654376,-0.0230756455631927,0.0378794113381766
3.66666666666667,-3.23272990455962e-06,-0.046394513977353,-0.0771181783019559,-0.46922505654376,-0.0230756455631927,0.0378794113381766
3.68333333333333,-2.40410928409429e-06,-0.0381271363009094,-0.0747188553659335,-0.531467102782056,-0.00638080648624455,0.00296692636830558
3.7,-1.12093429086436e-06,-0.0342308850624112,-0.0719394601395628,-0.531467102782056,-0.00638080648624455,0.00296692636830558
3.71666666666667,2.41128487440936e-07,-0.029934878155711,-0.0698886352380461,-0.538755104365759,0.000943749335452958,0.0190485454715788
3.73333333333333,1.5453992276864e-06,-0.0276030563379079,-0.0675367236833007,-0.538755104365759,0.000943749335452958,0.0190485454715788
3.75,2.94857347432598e-06,-0.0276733093257591,-0.0656321888973836,-0.512500499972887,-0.0247345027031028,-0.000362159473780412
3.76666666666667,4.49904839284764e-06,-0.0270217361620262,-0.0636196159821615,-0.512500499972887,-0.0247345027031028,-0.000362159473780412
3.78333333333333,5.99841547152725e-06,-0.0275203301886321,-0.0624489356982156,-0.481308621840924,0.00185288230278456,-0.00343044480613898
3.8,7.37025089478654e-06,-0.0269310559932834,-0.0608961197600404,-0.481308621840924,0.00185288230278456,-0.00343044480613898
3.81666666666667,8.58963033291361e-06,-0.0257879875976565,-0.0607478787751436,-0.48190472457055,0.00905424350042303,0.00893477384770813
3.83333333333333,9.6533806434853e-06,-0.0242808445125788,-0.0603208991984833,-0.463590155929327,0.00209822295059857,-0.0443427712665405
3.85,1.06929496575021e-05,-0.0230379851334721,-0.0591325013569332,-0.463590155929327,0.00209822295059857,-0.0443427712665405
3.86666666666667,1.12212116931241e-05,-0.0212832067677886,-0.0587408550091243,-0.437440582813509,0.00862971050350752,-0.000981757314778224
3.88333333333333,1.10883050759289e-05,-0.0199829365615736,-0.0579542020104293,-0.437440582813509,0.00862971050350752,-0.000981757314778224
3.9,1.07627072152918e-05,-0.018781277507803,-0.0568388996710508,-0.459002207084559,-0.00195595994100222,-0.00348949835625099
3.91666666666667,1.04183088157936e-05,-0.017707921997025,-0.0559674734496042,-0.459002207084559,-0.00195595994100222,-0.00348949835625099
3.93333333333333,1.0034104022678e-05,-0.0166719130111052,-0.0555771659460576,-0.418889757730998,0.0186277776176168,-0.00422339869643765
3.95,9.60364902047397e-06,-0.0156933156835189,-0.0551517985152514,-0.418889757730998,0.0186277776176168,-0.00422339869643765
3.96666666666667,9.12452626282497e-06,-0.0146604129654081,-0.0550242006004825,-0.403568196893297,-0.000680976777875549,-0.010679685282032
3.98333333333333,8.59851451342798e-06,-0.0137073704268062,-0.0548389609562646,-0.403568196893297,-0.000680976777875549,-0.010679685282032
4,7.97098644164079e-06,-0.0129677943774609,-0.0540217406329499,-0.338901225063019,0.0073898579479137,-0.00389349374274752
4.01666666666667,7.22378896121842e-06,-0.0124085033696038,-0.0531368374660148,-0.310843955162354,-0.00218945945397281,-0.0252208865641151
4.03333333333333,6.43209036525795e-06,-0.0116515155522574,-0.0528850934860245,-0.310843955162354,-0.00218945945397281,-0.0252208865641151
4.05,5.42385050425655e-06,-0.011530724809223,-0.0521424356022816,-0.256431670967955,0.00920981822544709,-0.00260326384843065
4.06666666666667,4.13518916366138e-06,-0.011347050952941,-0.0515767664781243,-0.228147880568728,-0.00373727284704073,0.0175270806584973
4.08333333333333,2.8136217866169e-06,-0.0106379339736745,-0.0515801896298787,-0.228147880568728,-0.00373727284704073,0.0175270806584973
4.1,1.74655619520145e-06,-0.0101475007654298,-0.051441045689013,-0.270431098090112,0.00629318357254087,0.00771063145954395
4.11666666666667,9.85310678897062e-07,-0.00946245490687712,-0.0515480375570051,-0.270431098090112,0.00629318357254087,0.00771063145954395
4.13333333333333,4.15981184436272e-07,-0.00820289056521841,-0.0507452410947054,-0.272162013535947,0.000114980983757187,0.0304755008903798
4.15,-1.07623664361036e-08,-0.00725608165570409,-0.0506826584896462,-0.272162013535947,0.000114980983757187,0.0304755008903798
4.16666666666667,-8.4323392912241e-08,-0.0055417731582659,-0.0509838297773306,-0.291172254557442,-0.026149518316891,-0.0165974214258371
4.18333333333333,2.55509930943893e-07,-0.00451887178628226,-0.0514139310981405,-0.291172254557442,-0.026149518316891,-0.0165974214258371
4.2,5.08220599844081e-07,-0.00301500287257452,-0.0540437338493426,-0.372665218705311,-0.0359885149910813,-0.0239414823120227
4.21666666666667,5.19430622369409e-07,-0.00202171249891325,-0.0555349372885769,-0.372665218705311,-0.0359885149910813,-0.0239414823120227
4.23333333333333,2.38460441232275e-07,-0.000414225525855957,-0.0570460048579127,-0.408325255227275,-0.0206840491353651,0.014606993102358
4.25,-3.43642051284071e-07,0.000473834021698825,-0.0580201680223185,-0.408325255227275,-0.0206840491353651,0.014606993102358
4.26666666666667,-8.20204552194465e-07,0.00224002284859802,-0.0589145500611211,-0.480473924582452,-0.0544678366068052,-0.014024407441431
4.28333333333333,-1.06515566953968e-06,0.00308595514755876,-0.0598112123696038,-0.480473924582452,-0.0544678366068052,-0.014024407441431
4.3,-1.38522609026485e-06,0.00492717716761136,-0.0631226361132361,-0.590122814966179,-0.0333994414960849,-0.000869385550185689
4.31666666666667,-1.86655393506395e-06,0.00580202467020614,-0.0650161825661103,-0.590122814966179,-0.0333994414960849,-0.000869385550185689
4.33333333333333,-2.36727439259876e-06,0.00765967275580905,-0.0687988111159082,-0.703023400622234,-0.0179132806642214,-0.00611842808136716
4.35,-2.83768670097439e-06,0.00971431370303788,-0.0722580908269265,-0.751089220133051,-0.065290236561466,0.0220763186278054
4.36666666666667,-3.32806283366239e-06,0.0102777998295501,-0.0740024319063213,-0.751089220133051,-0.065290236561466,0.0220763186278054
4.38333333333333,-3.57178208468702e-06,0.0125145998011474,-0.0775245223785503,-0.857198282485455,-0.0261157439114526,-0.00622210080168443
4.4,-3.49309934120892e-06,0.0143912556780144,-0.0814783241863099,-0.89678963057436,-0.0599256499215495,0.020727383670304
4.41666666666667,-3.38642345885855e-06,0.0148976282032334,-0.0840821349375282,-0.89678963057436,-0.0599256499215495,0.020727383670304
4.43333333333333,-3.12106776593507e-06,0.0167596694015625,-0.0896341743652471,-1.17901871848591,-0.0498524289329536,-0.00691005966213706
4.45,-2.58877530847155e-06,0.0194120547441358,-0.0951188642268887,-0.882481776823848,-0.0683669497262221,0.037627783797821
4.46666666666667,-2.07278654140886e-06,0.0199467761616696,-0.0981015459828591,-0.882481776823848,-0.0683669497262221,0.037627783797821
4.48333333333333,-1.24072028364978e-06,0.0231186642365263,-0.103624446583721,-0.908548457429185,-0.010064924659353,-0.0118189036036551
4.5,3.91725255884937e-08,0.0242340172566692,-0.107463222516821,-0.908548457429185,-0.010064924659353,-0.0118189036036551
4.51666666666667,1.26508767612248e-06,0.0274457854495475,-0.107105641615706,-1.28613944209889,0.0983439904420171,0.00530823735977756
4.53333333333333,2.24223201182442e-06,0.0284249696475118,-0.109041541327767,-1.28613944209889,0.0983439904420171,0.00530823735977756
4.55,3.15003102020596e-06,0.0314020794524875,-0.114831140786579,-1.63045980613381,0.00385807622572756,-0.0229516675570747
4.56666666666667,4.05589490585772e-06,0.032375371249491,-0.119722553930458,-1.63045980613381,0.00385807622572756,-0.0229516675570747
4.58333333333333,4.69571097247062e-06,0.0355831416683212,-0.126000181234418,-1.88229258673787,-0.047356643761578,-0.0117740198573796
4.6,4.97023109097906e-06,0.0362837322469698,-0.131440511090645,-1.88229258673787,-0.047356643761578,-0.0117740198573796
4.61666666666667,5.01381837126929e-06,0.0389512607142553,-0.136688217595748,-2.13862355554402,-0.118944952987367,0.00778117080770608
4.63333333333333,4.88327918342854e-06,0.039436889122777,-0.1424025878726,-2.13862355554402,-0.118944952987367,0.00778117080770608
4.65,4.77900351519262e-06,0.0409800678644503,-0.146783500705117,-2.17732738020867,-0.108547075754823,0.0241775218408904
4.66666666666667,4.77350594830206e-06,0.040935986236053,-0.152799216251015,-2.17732738020867,-0.108547075754823,0.0241775218408904
4.68333333333333,5.01836660397401e-06,0.0417204666987506,-0.159459099975831,-2.14182030575871,-0.097372359797731,-0.0277221698945155
4.7,5.55601369726423e-06,0.0413719215115655,-0.166855826321252,-2.14182030575871,-0.097372359797731,-0.0277221698945155
4.71666666666667,5.8675568809465e-06,0.0414279529400842,-0.174911179169042,-2.10299621571526,-0.145014209142281,-0.0270542874201783
4.73333333333333,5.77015478929866e-06,0.0406898929646213,-0.18328568470416,-2.10299621571526,-0.145014209142281,-0.0270542874201783
4.75,5.29983123836006e-06,0.0493291476316619,-0.205133175657407,-3.35284678533673,-0.375137746298686,-0.000191288891184195
4.76666666666667,4.48662367651224e-06,0.0506530644820963,-0.218242455506109,-3.35284678533673,-0.375137746298686,-0.000191288891184195
4.78333333333333,3.63678311922192e-06,0.0681302505718239,-0.237613822709404,-4.09353684959561,0.0863905543305445,0.0777633765649516
4.8,2.83508092893738e-06,0.0737351936693,-0.252274261552495,-4.09353684959561,0.0863905543305445,0.0777633765649516
4.81666666666667,2.82393564859526e-06,0.0813152662335823,-0.245355825765122,-4.33491867107302,-0.425338312815875,-0.0943353758551646
4.83333333333333,3.84694393308015e-06,0.0801888543008858,-0.263045139100967,-3.83450772774667,-0.489481881826557,-0.0442011982382275
4.85,4.08010843219795e-06,0.0769748178133662,-0.280418666299786,-3.83450772774667,-0.489481881826557,-0.0442011982382275
4.86666666666667,3.52639246199146e-06,0.065400767347272,-0.303323707344546,-4.08044881996363,-0.224324303692579,-0.00987421982626547
4.88333333333333,2.41094631405284e-06,0.0590426424098714,-0.322169830865816,-4.08044881996363,-0.224324303692579,-0.00987421982626547
4.9,1.09398861877482e-06,0.0381983845171045,-0.321185032612939,-2.49652981573045,-0.282413066176325,-0.161604027216975
4.91666666666667,-2.64418227255699e-07,0.0171177688203701,-0.313925554282881,-2.23545077561438,-0.256357327090111,-0.0412392842592904
4.93333333333333,-3.14671171988518e-06,0.0118723660733636,-0.324840518537197,-2.23545077561438,-0.256357327090111,-0.0412392842592904
4.95,-6.76635736121833e-06,-0.00925029857392033,-0.338538132728561,-2.47568401157856,-0.136978996787313,-0.104876798877399
4.96666666666667,-1.06625015560184e-05,-0.02071032406431,-0.348830614823999,-2.96123027098924,-0.227407017339859,-0.00670298707449401
4.98333333333333,-1.54386956418086e-05,-0.0227095688145218,-0.363683381956592,-2.96123027098924,-0.227407017339859,-0.00670298707449401
5,-2.03438155709816e-05,-0.0221995635892839,-0.376139093127507,-1.90836387045309,-0.160337423080951,0.132549818700831
5.01666666666667,-2.49353763778363e-05,-0.0220368681822465,-0.391878443124756,-1.90836387045309,-0.160337423080951,0.132549818700831
5.03333333333333,-2.78474500941588e-05,-0.0170731821772804,-0.410081871060479,-2.52339794891179,-0.079806554564042,0.0593945889518829
5.05,-2.87036056159545e-05,-0.0151635285557966,-0.427962786711996,-2.52339794891179,-0.079806554564042,0.0593945889518829
5.06666666666667,-2.83395107812734e-05,-0.0120624059469569,-0.44555761963459,-3.00577171576619,-0.250624336396065,0.172080760105699
5.08333333333333,-2.71303977878999e-05,-0.0113313710251951,-0.463498967634993,-3.00577171576619,-0.250624336396065,0.172080760105699
5.1,-2.39986162421715e-05,-0.0109017524479291,-0.487229167336035,-3.06869958884418,-0.232969199777953,0.0705089758567512
5.11666666666667,-1.8721868750716e-05,-0.0103978229546585,-0.511425639357475,-3.22783771913797,-0.25182631433066,-0.000863284388903776
5.13333333333333,-1.23962859049258e-05,-0.0106346927303957,-0.531107310520414,-3.22783771913797,-0.25182631433066,-0.000863284388903776
5.15,-6.22794020121972e-06,-0.00940297983425555,-0.552131214872532,-3.57843219500631,-0.32567159500327,-0.0077183735204715
5.16666666666667,-4.9312965140267e-07,-0.00935181147148898,-0.57185718357073,-3.57843219500631,-0.32567159500327,-0.0077183735204715
5.18333333333333,4.75548080952534e-06,-0.00825666032827533,-0.591354820682434,-3.85749989627749,-0.312772950463556,0.0240962664483581
5.2,9.51479692623581e-06,-0.00735770465790469,-0.610893373998267,-3.94616134554893,-0.306987243201584,0.0368246689877007
5.21666666666667,1.40977973745909e-05,-0.00775534578513338,-0.630872646295361,-3.94616134554893,-0.306987243201584,0.0368246689877007
5.23333333333333,1.87630794194303e-05,-0.00630260909867001,-0.649152173035288,-4.1112314962402,-0.289080652573053,-0.018924083408271
5.25,2.35392912085959e-05,-0.00500333877125245,-0.667854510047007,-4.18344859118909,-0.312315342889167,0.0187884400805342
5.26666666666667,2.78410014703337e-05,-0.00539420868818324,-0.68880990531733,-4.18344859118909,-0.312315342889167,0.0187884400805342
